Population,name_of_P1,name_of_P2,R,CIL,CIU,N,R_type
ACB,P1.anc.YRI.2way.rand.91,P2.anc.YRI.2way.rand.91,-0.22403651179587,-0.606434850211311,0.242528769612787,20,pearson
ACB,P1.anc.YRI.2way.rand.92,P2.anc.YRI.2way.rand.92,-0.196774502499613,-0.575064647157793,0.250838550443135,20,corsym
ACB,P1.anc.YRI.2way.rand.92,P2.anc.YRI.2way.rand.92,-0.31689248524232,-0.666016734714854,0.14611874991095,20,pearson
ACB,P1.anc.YRI.2way.rand.93,P2.anc.YRI.2way.rand.93,-0.196774502499613,-0.575064647157793,0.250838550443135,20,corsym
ACB,P1.anc.YRI.2way.rand.93,P2.anc.YRI.2way.rand.93,-0.225854502235076,-0.607644105314809,0.240725683183426,20,pearson
ACB,P1.anc.YRI.2way.rand.94,P2.anc.YRI.2way.rand.94,-0.196774502499613,-0.575064647157793,0.250838550443135,20,corsym
ACB,P1.anc.YRI.2way.rand.94,P2.anc.YRI.2way.rand.94,-0.22231282321573,-0.605286684989502,0.244235355595455,20,pearson
ACB,P1.anc.YRI.2way.rand.95,P2.anc.YRI.2way.rand.95,-0.196774502499613,-0.575064647157793,0.250838550443135,20,corsym
ACB,P1.anc.YRI.2way.rand.95,P2.anc.YRI.2way.rand.95,-0.198337579247397,-0.589149585584911,0.267676793764631,20,pearson
ACB,P1.anc.YRI.2way.rand.96,P2.anc.YRI.2way.rand.96,-0.196774502499613,-0.575064647157793,0.250838550443135,20,corsym
ACB,P1.anc.YRI.2way.rand.96,P2.anc.YRI.2way.rand.96,-0.26106128226021,-0.630718305199202,0.205160698352467,20,pearson
ACB,P1.anc.YRI.2way.rand.97,P2.anc.YRI.2way.rand.97,-0.196774502499613,-0.575064647157793,0.250838550443135,20,corsym
ACB,P1.anc.YRI.2way.rand.97,P2.anc.YRI.2way.rand.97,-0.212356469104421,-0.59862332946521,0.254036686897731,20,pearson
ACB,P1.anc.YRI.2way.rand.98,P2.anc.YRI.2way.rand.98,-0.196774502499613,-0.575064647157793,0.250838550443135,20,corsym
ACB,P1.anc.YRI.2way.rand.98,P2.anc.YRI.2way.rand.98,-0.22404434326904,-0.606440063192859,0.242521009249157,20,pearson
ACB,P1.anc.YRI.2way.rand.99,P2.anc.YRI.2way.rand.99,-0.196774502499613,-0.575064647157793,0.250838550443135,20,corsym
ACB,P1.anc.YRI.2way.rand.99,P2.anc.YRI.2way.rand.99,-0.22369031645744,-0.606204374138754,0.242871761859566,20,pearson
ACB,P1.anc.YRI.2way.rand.100,P2.anc.YRI.2way.rand.100,-0.196774502499613,-0.575064647157793,0.250838550443135,20,corsym
ACB,P1.anc.YRI.2way.rand.100,P2.anc.YRI.2way.rand.100,-0.2127174053092,-0.598865825852254,0.253683036067786,20,pearson
ASW,P1.anc.YRI,P2.anc.YRI,0.251643145539651,-0.310226109201236,0.683219962320801,13,corsym
ASW,P1.anc.IBS,P2.anc.IBS,0.272188452728371,-0.290155435065842,0.69480587405721,13,corsym
ASW,P1.anc.NAM,P2.anc.NAM,0.118734289516487,-0.428995382512504,0.602624990761511,13,corsym
ASW,P1.anc.YRI.2way,P2.anc.YRI.2way,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.adm.YRI,P2.adm.YRI,0.273402996527896,-0.288953257665861,0.695483981066351,13,corsym
ASW,P1.adm.IBS,P2.adm.IBS,0.351666115778332,-0.207558067803999,0.737650395290304,13,corsym
ASW,P1.adm.NAM,P2.adm.NAM,-0.0661115982623795,-0.567732181280548,0.471310452589825,13,corsym
ASW,P1.anc.YRI,P2.anc.YRI,0.502341881718759,-0.0672597849331215,0.82498528660124,13,pearson
ASW,P1.anc.IBS,P2.anc.IBS,0.503365952093559,-0.0658952025910379,0.825422579050679,13,pearson
ASW,P1.anc.NAM,P2.anc.NAM,0.267790456917425,-0.332212307993611,0.713499850749965,13,pearson
ASW,P1.anc.YRI.2way,P2.anc.YRI.2way,0.783959846375295,0.410130602948917,0.932256586870472,13,pearson
ASW,P1.adm.YRI,P2.adm.YRI,0.237832752312057,-0.360377229018659,0.697425745152377,13,pearson
ASW,P1.adm.IBS,P2.adm.IBS,0.329916048071522,-0.270182780894716,0.745402845689585,13,pearson
ASW,P1.adm.NAM,P2.adm.NAM,-0.130300363910669,-0.635650068496439,0.453223476478323,13,pearson
ASW,P1.anc.YRI.2way.rand.1,P2.anc.YRI.2way.rand.1,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.1,P2.anc.YRI.2way.rand.1,-0.183052313437973,-0.666786142448943,0.409205056294675,13,pearson
ASW,P1.anc.YRI.2way.rand.2,P2.anc.YRI.2way.rand.2,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.2,P2.anc.YRI.2way.rand.2,-0.194011863634077,-0.673049709634038,0.399700496264276,13,pearson
ASW,P1.anc.YRI.2way.rand.3,P2.anc.YRI.2way.rand.3,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.3,P2.anc.YRI.2way.rand.3,-0.184508990332073,-0.667622614535926,0.407949130909539,13,pearson
ASW,P1.anc.YRI.2way.rand.4,P2.anc.YRI.2way.rand.4,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.4,P2.anc.YRI.2way.rand.4,-0.148238236895814,-0.646425394025108,0.438568025082435,13,pearson
ASW,P1.anc.YRI.2way.rand.5,P2.anc.YRI.2way.rand.5,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.5,P2.anc.YRI.2way.rand.5,-0.175222504239156,-0.662269026903327,0.415917569728964,13,pearson
ASW,P1.anc.YRI.2way.rand.6,P2.anc.YRI.2way.rand.6,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.6,P2.anc.YRI.2way.rand.6,-0.153482708361641,-0.649538658834015,0.434223444582152,13,pearson
ASW,P1.anc.YRI.2way.rand.7,P2.anc.YRI.2way.rand.7,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.7,P2.anc.YRI.2way.rand.7,-0.13643161326366,-0.639355409602853,0.448249409881988,13,pearson
ASW,P1.anc.YRI.2way.rand.8,P2.anc.YRI.2way.rand.8,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.8,P2.anc.YRI.2way.rand.8,-0.170905510874222,-0.659763265195709,0.419591193635337,13,pearson
ASW,P1.anc.YRI.2way.rand.9,P2.anc.YRI.2way.rand.9,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.9,P2.anc.YRI.2way.rand.9,-0.0726839713395073,-0.599654432651191,0.498255361727949,13,pearson
ASW,P1.anc.YRI.2way.rand.10,P2.anc.YRI.2way.rand.10,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.10,P2.anc.YRI.2way.rand.10,-0.182444707433537,-0.666436874374986,0.409728262817831,13,pearson
ASW,P1.anc.YRI.2way.rand.11,P2.anc.YRI.2way.rand.11,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.11,P2.anc.YRI.2way.rand.11,-0.174473030969871,-0.661834781697583,0.416556734601243,13,pearson
ASW,P1.anc.YRI.2way.rand.12,P2.anc.YRI.2way.rand.12,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.12,P2.anc.YRI.2way.rand.12,-0.0297074216900073,-0.571340815739668,0.529952326959456,13,pearson
ASW,P1.anc.YRI.2way.rand.13,P2.anc.YRI.2way.rand.13,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.13,P2.anc.YRI.2way.rand.13,-0.18666081723877,-0.668856037116948,0.406089745831313,13,pearson
ASW,P1.anc.YRI.2way.rand.14,P2.anc.YRI.2way.rand.14,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.14,P2.anc.YRI.2way.rand.14,-0.190514459560943,-0.671058321923809,0.402747518105953,13,pearson
ASW,P1.anc.YRI.2way.rand.15,P2.anc.YRI.2way.rand.15,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.15,P2.anc.YRI.2way.rand.15,-0.197808795935818,-0.675203810752748,0.396377597018969,13,pearson
ASW,P1.anc.YRI.2way.rand.16,P2.anc.YRI.2way.rand.16,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.16,P2.anc.YRI.2way.rand.16,-0.180621641378367,-0.665387651125795,0.411295761196092,13,pearson
ASW,P1.anc.YRI.2way.rand.17,P2.anc.YRI.2way.rand.17,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.17,P2.anc.YRI.2way.rand.17,-0.180221238175134,-0.665156951564964,0.411639565354824,13,pearson
ASW,P1.anc.YRI.2way.rand.18,P2.anc.YRI.2way.rand.18,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.18,P2.anc.YRI.2way.rand.18,-0.139676838508623,-0.64130721128484,0.44560193741548,13,pearson
ASW,P1.anc.YRI.2way.rand.19,P2.anc.YRI.2way.rand.19,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.19,P2.anc.YRI.2way.rand.19,-0.183932271942133,-0.667291589538861,0.408446637290371,13,pearson
ASW,P1.anc.YRI.2way.rand.20,P2.anc.YRI.2way.rand.20,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.20,P2.anc.YRI.2way.rand.20,-0.163384445590287,-0.655371604485992,0.425945505054896,13,pearson
ASW,P1.anc.YRI.2way.rand.21,P2.anc.YRI.2way.rand.21,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.21,P2.anc.YRI.2way.rand.21,-0.177997553947087,-0.663874048627419,0.413545859628595,13,pearson
ASW,P1.anc.YRI.2way.rand.22,P2.anc.YRI.2way.rand.22,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.22,P2.anc.YRI.2way.rand.22,-0.16434961060344,-0.65593704524856,0.425133306318515,13,pearson
ASW,P1.anc.YRI.2way.rand.23,P2.anc.YRI.2way.rand.23,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.23,P2.anc.YRI.2way.rand.23,-0.16625208290264,-0.657049993100541,0.423529566851225,13,pearson
ASW,P1.anc.YRI.2way.rand.24,P2.anc.YRI.2way.rand.24,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.24,P2.anc.YRI.2way.rand.24,-0.0834651205981756,-0.606556088091772,0.490056947124675,13,pearson
ASW,P1.anc.YRI.2way.rand.25,P2.anc.YRI.2way.rand.25,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.25,P2.anc.YRI.2way.rand.25,-0.206372272366063,-0.680032390900277,0.388825651378165,13,pearson
ASW,P1.anc.YRI.2way.rand.26,P2.anc.YRI.2way.rand.26,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.26,P2.anc.YRI.2way.rand.26,-0.090826643077399,-0.61122377373239,0.484400045244609,13,pearson
ASW,P1.anc.YRI.2way.rand.27,P2.anc.YRI.2way.rand.27,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.27,P2.anc.YRI.2way.rand.27,-0.174592749040391,-0.661904168366912,0.416454675980689,13,pearson
ASW,P1.anc.YRI.2way.rand.28,P2.anc.YRI.2way.rand.28,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.28,P2.anc.YRI.2way.rand.28,-0.179831978263891,-0.664932583628734,0.411973639965271,13,pearson
ASW,P1.anc.YRI.2way.rand.29,P2.anc.YRI.2way.rand.29,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.29,P2.anc.YRI.2way.rand.29,-0.172967423136355,-0.660961442130217,0.417838981755874,13,pearson
ASW,P1.anc.YRI.2way.rand.30,P2.anc.YRI.2way.rand.30,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.30,P2.anc.YRI.2way.rand.30,-0.280976440350614,-0.720429283386819,0.319466751913143,13,pearson
ASW,P1.anc.YRI.2way.rand.31,P2.anc.YRI.2way.rand.31,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.31,P2.anc.YRI.2way.rand.31,-0.182224797226499,-0.666310411767745,0.409917530432154,13,pearson
ASW,P1.anc.YRI.2way.rand.32,P2.anc.YRI.2way.rand.32,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.32,P2.anc.YRI.2way.rand.32,-0.142687073071192,-0.643111895392035,0.4431369852017,13,pearson
ASW,P1.anc.YRI.2way.rand.33,P2.anc.YRI.2way.rand.33,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.33,P2.anc.YRI.2way.rand.33,-0.16428825255126,-0.655901115122388,0.425184968178217,13,pearson
ASW,P1.anc.YRI.2way.rand.34,P2.anc.YRI.2way.rand.34,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.34,P2.anc.YRI.2way.rand.34,-0.130460526162595,-0.63574715756677,0.453094003074176,13,pearson
ASW,P1.anc.YRI.2way.rand.35,P2.anc.YRI.2way.rand.35,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.35,P2.anc.YRI.2way.rand.35,-0.177536420434075,-0.663607649878638,0.413940526634403,13,pearson
ASW,P1.anc.YRI.2way.rand.36,P2.anc.YRI.2way.rand.36,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.36,P2.anc.YRI.2way.rand.36,-0.255144647159399,-0.706771359684339,0.344233299280986,13,pearson
ASW,P1.anc.YRI.2way.rand.37,P2.anc.YRI.2way.rand.37,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.37,P2.anc.YRI.2way.rand.37,-0.0594193172135708,-0.591054001557042,0.508204167692708,13,pearson
ASW,P1.anc.YRI.2way.rand.38,P2.anc.YRI.2way.rand.38,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.38,P2.anc.YRI.2way.rand.38,-0.1099048095988,-0.623154413650795,0.469512245316165,13,pearson
ASW,P1.anc.YRI.2way.rand.39,P2.anc.YRI.2way.rand.39,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.39,P2.anc.YRI.2way.rand.39,-0.184403751504235,-0.667562223766086,0.408039941483135,13,pearson
ASW,P1.anc.YRI.2way.rand.40,P2.anc.YRI.2way.rand.40,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.40,P2.anc.YRI.2way.rand.40,-0.21694043232062,-0.685935218834184,0.379394238507893,13,pearson
ASW,P1.anc.YRI.2way.rand.41,P2.anc.YRI.2way.rand.41,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.41,P2.anc.YRI.2way.rand.41,-0.109177088276505,-0.62270366918111,0.470086237744564,13,pearson
ASW,P1.anc.YRI.2way.rand.42,P2.anc.YRI.2way.rand.42,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.42,P2.anc.YRI.2way.rand.42,-0.179999498418219,-0.6650291523428,0.411829888609282,13,pearson
ASW,P1.anc.YRI.2way.rand.43,P2.anc.YRI.2way.rand.43,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.43,P2.anc.YRI.2way.rand.43,-0.177650559761044,-0.663673600125426,0.413842859737111,13,pearson
ASW,P1.anc.YRI.2way.rand.44,P2.anc.YRI.2way.rand.44,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.44,P2.anc.YRI.2way.rand.44,-0.199244615995746,-0.676016273580151,0.395116964166456,13,pearson
ASW,P1.anc.YRI.2way.rand.45,P2.anc.YRI.2way.rand.45,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.45,P2.anc.YRI.2way.rand.45,-0.137985710234636,-0.640290911927117,0.446982847655317,13,pearson
ASW,P1.anc.YRI.2way.rand.46,P2.anc.YRI.2way.rand.46,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.46,P2.anc.YRI.2way.rand.46,-0.0854056986583169,-0.607790051237724,0.488570399766302,13,pearson
ASW,P1.anc.YRI.2way.rand.47,P2.anc.YRI.2way.rand.47,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.47,P2.anc.YRI.2way.rand.47,0.00144469606443169,-0.549978392240098,0.551990610103536,13,pearson
ASW,P1.anc.YRI.2way.rand.48,P2.anc.YRI.2way.rand.48,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.48,P2.anc.YRI.2way.rand.48,-0.11269279539416,-0.624878119081474,0.467308671196524,13,pearson
ASW,P1.anc.YRI.2way.rand.49,P2.anc.YRI.2way.rand.49,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.49,P2.anc.YRI.2way.rand.49,-0.154458023017758,-0.650115804332754,0.433412456241932,13,pearson
ASW,P1.anc.YRI.2way.rand.50,P2.anc.YRI.2way.rand.50,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.50,P2.anc.YRI.2way.rand.50,-0.171832274767533,-0.660302115267102,0.418804174295496,13,pearson
ASW,P1.anc.YRI.2way.rand.51,P2.anc.YRI.2way.rand.51,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.51,P2.anc.YRI.2way.rand.51,-0.182072881821057,-0.666223034307843,0.410048247961596,13,pearson
ASW,P1.anc.YRI.2way.rand.52,P2.anc.YRI.2way.rand.52,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.52,P2.anc.YRI.2way.rand.52,-0.16586846121429,-0.656825746180453,0.423853248774257,13,pearson
ASW,P1.anc.YRI.2way.rand.53,P2.anc.YRI.2way.rand.53,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.53,P2.anc.YRI.2way.rand.53,-0.238600487447145,-0.697843536581038,0.35966880398082,13,pearson
ASW,P1.anc.YRI.2way.rand.54,P2.anc.YRI.2way.rand.54,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.54,P2.anc.YRI.2way.rand.54,-0.17737891346095,-0.663516629190586,0.414075280061818,13,pearson
ASW,P1.anc.YRI.2way.rand.55,P2.anc.YRI.2way.rand.55,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.55,P2.anc.YRI.2way.rand.55,-0.168814940498834,-0.658545892087603,0.421363277608106,13,pearson
ASW,P1.anc.YRI.2way.rand.56,P2.anc.YRI.2way.rand.56,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.56,P2.anc.YRI.2way.rand.56,-0.167701587349728,-0.65789652076552,0.422305182181525,13,pearson
ASW,P1.anc.YRI.2way.rand.57,P2.anc.YRI.2way.rand.57,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.57,P2.anc.YRI.2way.rand.57,-0.163783238476051,-0.655605303691823,0.425610030840143,13,pearson
ASW,P1.anc.YRI.2way.rand.58,P2.anc.YRI.2way.rand.58,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.58,P2.anc.YRI.2way.rand.58,-0.119259010797178,-0.628918126585431,0.462090222226092,13,pearson
ASW,P1.anc.YRI.2way.rand.59,P2.anc.YRI.2way.rand.59,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.59,P2.anc.YRI.2way.rand.59,-0.167514924843737,-0.657787577106753,0.422462975354112,13,pearson
ASW,P1.anc.YRI.2way.rand.60,P2.anc.YRI.2way.rand.60,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.60,P2.anc.YRI.2way.rand.60,-0.213067469711319,-0.683779123767664,0.38286505850825,13,pearson
ASW,P1.anc.YRI.2way.rand.61,P2.anc.YRI.2way.rand.61,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.61,P2.anc.YRI.2way.rand.61,-0.144446770907196,-0.644164294363471,0.441691929484952,13,pearson
ASW,P1.anc.YRI.2way.rand.62,P2.anc.YRI.2way.rand.62,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.62,P2.anc.YRI.2way.rand.62,-0.174909788480621,-0.6620878789982,0.416184330620542,13,pearson
ASW,P1.anc.YRI.2way.rand.63,P2.anc.YRI.2way.rand.63,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.63,P2.anc.YRI.2way.rand.63,-0.131975044206197,-0.63666445651942,0.451868465033738,13,pearson
ASW,P1.anc.YRI.2way.rand.64,P2.anc.YRI.2way.rand.64,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.64,P2.anc.YRI.2way.rand.64,-0.181535185154259,-0.665913659512321,0.410510720513857,13,pearson
ASW,P1.anc.YRI.2way.rand.65,P2.anc.YRI.2way.rand.65,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.65,P2.anc.YRI.2way.rand.65,-0.0853618376310011,-0.607762188988171,0.488604035618582,13,pearson
ASW,P1.anc.YRI.2way.rand.66,P2.anc.YRI.2way.rand.66,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.66,P2.anc.YRI.2way.rand.66,-0.163476473546946,-0.655425542748014,0.425868103293734,13,pearson
ASW,P1.anc.YRI.2way.rand.67,P2.anc.YRI.2way.rand.67,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.67,P2.anc.YRI.2way.rand.67,-0.178274281310863,-0.664033855995946,0.413308912204578,13,pearson
ASW,P1.anc.YRI.2way.rand.68,P2.anc.YRI.2way.rand.68,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.68,P2.anc.YRI.2way.rand.68,-0.180818000762163,-0.665500753313207,0.411127096645138,13,pearson
ASW,P1.anc.YRI.2way.rand.69,P2.anc.YRI.2way.rand.69,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.69,P2.anc.YRI.2way.rand.69,0.297609990754162,-0.303072805172174,0.729047078312175,13,pearson
ASW,P1.anc.YRI.2way.rand.70,P2.anc.YRI.2way.rand.70,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.70,P2.anc.YRI.2way.rand.70,-0.215560000734207,-0.685167669952077,0.380633263231736,13,pearson
ASW,P1.anc.YRI.2way.rand.71,P2.anc.YRI.2way.rand.71,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.71,P2.anc.YRI.2way.rand.71,-0.196260740027837,-0.674326539330981,0.397734266085275,13,pearson
ASW,P1.anc.YRI.2way.rand.72,P2.anc.YRI.2way.rand.72,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.72,P2.anc.YRI.2way.rand.72,-0.167556510892691,-0.657811850154213,0.422427824123922,13,pearson
ASW,P1.anc.YRI.2way.rand.73,P2.anc.YRI.2way.rand.73,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.73,P2.anc.YRI.2way.rand.73,-0.177772255257495,-0.663743908041061,0.413738712165822,13,pearson
ASW,P1.anc.YRI.2way.rand.74,P2.anc.YRI.2way.rand.74,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.74,P2.anc.YRI.2way.rand.74,-0.155398095578508,-0.650671554432243,0.432629870018752,13,pearson
ASW,P1.anc.YRI.2way.rand.75,P2.anc.YRI.2way.rand.75,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.75,P2.anc.YRI.2way.rand.75,-0.17587292073518,-0.662645613568716,0.415362408583699,13,pearson
ASW,P1.anc.YRI.2way.rand.76,P2.anc.YRI.2way.rand.76,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.76,P2.anc.YRI.2way.rand.76,-0.176133962568116,-0.662796685800952,0.415139473149372,13,pearson
ASW,P1.anc.YRI.2way.rand.77,P2.anc.YRI.2way.rand.77,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.77,P2.anc.YRI.2way.rand.77,-0.112475443927107,-0.624743918174191,0.467480721306179,13,pearson
ASW,P1.anc.YRI.2way.rand.78,P2.anc.YRI.2way.rand.78,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.78,P2.anc.YRI.2way.rand.78,0.0379734602908823,-0.52397487290806,0.576888626315605,13,pearson
ASW,P1.anc.YRI.2way.rand.79,P2.anc.YRI.2way.rand.79,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.79,P2.anc.YRI.2way.rand.79,-0.185593621137133,-0.668244654249099,0.407012519612714,13,pearson
ASW,P1.anc.YRI.2way.rand.80,P2.anc.YRI.2way.rand.80,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.80,P2.anc.YRI.2way.rand.80,-0.146129078803525,-0.645168643857597,0.440307576592329,13,pearson
ASW,P1.anc.YRI.2way.rand.81,P2.anc.YRI.2way.rand.81,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
ASW,P1.anc.YRI.2way.rand.81,P2.anc.YRI.2way.rand.81,-0.225057864704152,-0.690427667330061,0.372064803284241,13,pearson
ASW,P1.anc.YRI.2way.rand.82,P2.anc.YRI.2way.rand.82,-0.138713322800172,-0.615405118713686,0.412274525345424,13,corsym
