Population,Type,Individual,Cluster,Ancestry
PEL,Admixed Population,718,K1,0.886428
PEL,Admixed Population,718,K2,0.113562
PEL,Admixed Population,718,K3,1e-05
PEL,Admixed Population,719,K1,0.884994
PEL,Admixed Population,719,K2,0.114996
PEL,Admixed Population,719,K3,1e-05
PEL,Admixed Population,720,K1,0.882854
PEL,Admixed Population,720,K2,0.061607
PEL,Admixed Population,720,K3,0.055539
PEL,Admixed Population,721,K1,0.874497
PEL,Admixed Population,721,K2,0.125493
PEL,Admixed Population,721,K3,1e-05
PEL,Admixed Population,722,K1,0.872455
PEL,Admixed Population,722,K2,0.127535
PEL,Admixed Population,722,K3,1e-05
PEL,Admixed Population,723,K1,0.865047
PEL,Admixed Population,723,K2,0.134943
PEL,Admixed Population,723,K3,1e-05
PEL,Admixed Population,724,K1,0.861048
PEL,Admixed Population,724,K2,0.138942
PEL,Admixed Population,724,K3,1e-05
PEL,Admixed Population,725,K1,0.854508
PEL,Admixed Population,725,K2,0.145482
PEL,Admixed Population,725,K3,1e-05
PEL,Admixed Population,726,K1,0.846945
PEL,Admixed Population,726,K2,0.153045
PEL,Admixed Population,726,K3,1e-05
PEL,Admixed Population,727,K1,0.840549
PEL,Admixed Population,727,K2,0.159441
PEL,Admixed Population,727,K3,1e-05
PEL,Admixed Population,728,K1,0.837253
PEL,Admixed Population,728,K2,0.162737
PEL,Admixed Population,728,K3,1e-05
PEL,Admixed Population,729,K1,0.835563
PEL,Admixed Population,729,K2,0.150151
PEL,Admixed Population,729,K3,0.014286
PEL,Admixed Population,730,K1,0.834608
PEL,Admixed Population,730,K2,0.165382
PEL,Admixed Population,730,K3,1e-05
PEL,Admixed Population,731,K1,0.833116
PEL,Admixed Population,731,K2,0.112701
PEL,Admixed Population,731,K3,0.054183
PEL,Admixed Population,732,K1,0.827379
PEL,Admixed Population,732,K2,0.172611
PEL,Admixed Population,732,K3,1e-05
PEL,Admixed Population,733,K1,0.825801
PEL,Admixed Population,733,K2,0.174189
PEL,Admixed Population,733,K3,1e-05
PEL,Admixed Population,734,K1,0.818398
PEL,Admixed Population,734,K2,0.181592
PEL,Admixed Population,734,K3,1e-05
PEL,Admixed Population,735,K1,0.814629
PEL,Admixed Population,735,K2,0.185361
PEL,Admixed Population,735,K3,1e-05
PEL,Admixed Population,736,K1,0.813608
PEL,Admixed Population,736,K2,0.186382
PEL,Admixed Population,736,K3,1e-05
PEL,Admixed Population,737,K1,0.811595
PEL,Admixed Population,737,K2,0.188395
PEL,Admixed Population,737,K3,1e-05
PEL,Admixed Population,738,K1,0.811176
PEL,Admixed Population,738,K2,0.188814
PEL,Admixed Population,738,K3,1e-05
PEL,Admixed Population,739,K1,0.80786
PEL,Admixed Population,739,K2,0.19213
PEL,Admixed Population,739,K3,1e-05
PEL,Admixed Population,740,K1,0.798802
PEL,Admixed Population,740,K2,0.201188
PEL,Admixed Population,740,K3,1e-05
PEL,Admixed Population,741,K1,0.794099
PEL,Admixed Population,741,K2,0.205891
PEL,Admixed Population,741,K3,1e-05
PEL,Admixed Population,742,K1,0.792363
PEL,Admixed Population,742,K2,0.207627
PEL,Admixed Population,742,K3,1e-05
PEL,Admixed Population,743,K1,0.785248
PEL,Admixed Population,743,K2,0.214742
PEL,Admixed Population,743,K3,1e-05
PEL,Admixed Population,744,K1,0.785064
PEL,Admixed Population,744,K2,0.214926
PEL,Admixed Population,744,K3,1e-05
PEL,Admixed Population,745,K1,0.783076
PEL,Admixed Population,745,K2,0.216914
PEL,Admixed Population,745,K3,1e-05
PEL,Admixed Population,746,K1,0.781818
PEL,Admixed Population,746,K2,0.218172
PEL,Admixed Population,746,K3,1e-05
PEL,Admixed Population,747,K1,0.781288
PEL,Admixed Population,747,K2,0.218702
PEL,Admixed Population,747,K3,1e-05
PEL,Admixed Population,748,K1,0.76718
PEL,Admixed Population,748,K2,0.23281
PEL,Admixed Population,748,K3,1e-05
PEL,Admixed Population,749,K1,0.765858
PEL,Admixed Population,749,K2,0.232176
PEL,Admixed Population,749,K3,0.001965
PEL,Admixed Population,750,K1,0.75388
PEL,Admixed Population,750,K2,0.239662
PEL,Admixed Population,750,K3,0.006458
PEL,Admixed Population,751,K1,0.749602
PEL,Admixed Population,751,K2,0.240736
PEL,Admixed Population,751,K3,0.009662
PEL,Admixed Population,752,K1,0.749567
PEL,Admixed Population,752,K2,0.250423
PEL,Admixed Population,752,K3,1e-05
PEL,Admixed Population,753,K1,0.747121
PEL,Admixed Population,753,K2,0.223584
PEL,Admixed Population,753,K3,0.029296
PEL,Admixed Population,754,K1,0.746614
PEL,Admixed Population,754,K2,0.253376
PEL,Admixed Population,754,K3,1e-05
PEL,Admixed Population,755,K1,0.736719
PEL,Admixed Population,755,K2,0.263271
PEL,Admixed Population,755,K3,1e-05
PEL,Admixed Population,756,K1,0.736058
PEL,Admixed Population,756,K2,0.1438
PEL,Admixed Population,756,K3,0.120142
PEL,Admixed Population,757,K1,0.735863
PEL,Admixed Population,757,K2,0.264127
PEL,Admixed Population,757,K3,1e-05
PEL,Admixed Population,758,K1,0.729347
PEL,Admixed Population,758,K2,0.270643
PEL,Admixed Population,758,K3,1e-05
PEL,Admixed Population,759,K1,0.725162
PEL,Admixed Population,759,K2,0.218928
PEL,Admixed Population,759,K3,0.05591
PEL,Admixed Population,760,K1,0.712616
PEL,Admixed Population,760,K2,0.287374
PEL,Admixed Population,760,K3,1e-05
PEL,Admixed Population,761,K1,0.709343
PEL,Admixed Population,761,K2,0.290647
PEL,Admixed Population,761,K3,1e-05
PEL,Admixed Population,762,K1,0.708936
PEL,Admixed Population,762,K2,0.291054
PEL,Admixed Population,762,K3,1e-05
PEL,Admixed Population,763,K1,0.704939
PEL,Admixed Population,763,K2,0.295051
PEL,Admixed Population,763,K3,1e-05
PEL,Admixed Population,764,K1,0.701535
PEL,Admixed Population,764,K2,0.298455
PEL,Admixed Population,764,K3,1e-05
PEL,Admixed Population,765,K1,0.69774
PEL,Admixed Population,765,K2,0.30225
PEL,Admixed Population,765,K3,1e-05
PEL,Admixed Population,766,K1,0.687657
PEL,Admixed Population,766,K2,0.136248
PEL,Admixed Population,766,K3,0.176095
PEL,Admixed Population,767,K1,0.68252
PEL,Admixed Population,767,K2,0.31747
PEL,Admixed Population,767,K3,1e-05
PEL,Admixed Population,768,K1,0.676492
PEL,Admixed Population,768,K2,0.301942
PEL,Admixed Population,768,K3,0.021567
PEL,Admixed Population,769,K1,0.676316
PEL,Admixed Population,769,K2,0.235315
PEL,Admixed Population,769,K3,0.088369
PEL,Admixed Population,770,K1,0.673904
PEL,Admixed Population,770,K2,0.317354
PEL,Admixed Population,770,K3,0.008742
PEL,Admixed Population,771,K1,0.67331
PEL,Admixed Population,771,K2,0.32668
PEL,Admixed Population,771,K3,1e-05
PEL,Admixed Population,772,K1,0.666757
PEL,Admixed Population,772,K2,0.238188
PEL,Admixed Population,772,K3,0.095055
PEL,Admixed Population,773,K1,0.648655
PEL,Admixed Population,773,K2,0.351335
PEL,Admixed Population,773,K3,1e-05
PEL,Admixed Population,774,K1,0.641165
PEL,Admixed Population,774,K2,0.358825
PEL,Admixed Population,774,K3,1e-05
PEL,Admixed Population,775,K1,0.636119
PEL,Admixed Population,775,K2,0.339318
PEL,Admixed Population,775,K3,0.024563
PEL,Admixed Population,776,K1,0.631672
PEL,Admixed Population,776,K2,0.368318
PEL,Admixed Population,776,K3,1e-05
PEL,Admixed Population,777,K1,0.627854
PEL,Admixed Population,777,K2,0.279853
PEL,Admixed Population,777,K3,0.092293
PEL,Admixed Population,778,K1,0.623675
PEL,Admixed Population,778,K2,0.376315
PEL,Admixed Population,778,K3,1e-05
PEL,Admixed Population,779,K1,0.615249
PEL,Admixed Population,779,K2,0.277643
PEL,Admixed Population,779,K3,0.107108
PEL,Admixed Population,780,K1,0.605627
PEL,Admixed Population,780,K2,0.394363
PEL,Admixed Population,780,K3,1e-05
PEL,Admixed Population,781,K1,0.597718
PEL,Admixed Population,781,K2,0.329265
PEL,Admixed Population,781,K3,0.073018
PEL,Admixed Population,782,K1,0.583301
PEL,Admixed Population,782,K2,0.255867
PEL,Admixed Population,782,K3,0.160832
PEL,Admixed Population,783,K1,0.568605
PEL,Admixed Population,783,K2,0.314441
PEL,Admixed Population,783,K3,0.116954
PEL,Admixed Population,784,K1,0.564228
PEL,Admixed Population,784,K2,0.31833
PEL,Admixed Population,784,K3,0.117442
PEL,Admixed Population,785,K1,0.525799
PEL,Admixed Population,785,K2,0.449755
PEL,Admixed Population,785,K3,0.024446
PEL,Admixed Population,786,K1,0.495085
PEL,Admixed Population,786,K2,0.504905
PEL,Admixed Population,786,K3,1e-05
PEL,Admixed Population,787,K1,0.441809
PEL,Admixed Population,787,K2,0.50433
PEL,Admixed Population,787,K3,0.053861
PUR,Admixed Population,788,K1,0.253396
PUR,Admixed Population,788,K2,0.567246
PUR,Admixed Population,788,K3,0.179358
PUR,Admixed Population,789,K1,0.231916
PUR,Admixed Population,789,K2,0.56107
PUR,Admixed Population,789,K3,0.207014
PUR,Admixed Population,790,K1,0.223505
PUR,Admixed Population,790,K2,0.621393
PUR,Admixed Population,790,K3,0.155102
PUR,Admixed Population,791,K1,0.213558
PUR,Admixed Population,791,K2,0.675047
PUR,Admixed Population,791,K3,0.111395
PUR,Admixed Population,792,K1,0.209856
PUR,Admixed Population,792,K2,0.577019
PUR,Admixed Population,792,K3,0.213126
PUR,Admixed Population,793,K1,0.203635
PUR,Admixed Population,793,K2,0.700711
PUR,Admixed Population,793,K3,0.095654
PUR,Admixed Population,794,K1,0.199922
PUR,Admixed Population,794,K2,0.624977
PUR,Admixed Population,794,K3,0.175101
PUR,Admixed Population,795,K1,0.198235
PUR,Admixed Population,795,K2,0.722594
PUR,Admixed Population,795,K3,0.079171
PUR,Admixed Population,796,K1,0.193487
PUR,Admixed Population,796,K2,0.71866
PUR,Admixed Population,796,K3,0.087853
PUR,Admixed Population,797,K1,0.188859
PUR,Admixed Population,797,K2,0.637325
PUR,Admixed Population,797,K3,0.173816
PUR,Admixed Population,798,K1,0.188796
PUR,Admixed Population,798,K2,0.750289
PUR,Admixed Population,798,K3,0.060915
PUR,Admixed Population,799,K1,0.18581
PUR,Admixed Population,799,K2,0.611379
PUR,Admixed Population,799,K3,0.202811
PUR,Admixed Population,800,K1,0.185536
PUR,Admixed Population,800,K2,0.686261
PUR,Admixed Population,800,K3,0.128203
PUR,Admixed Population,801,K1,0.179856
PUR,Admixed Population,801,K2,0.609755
PUR,Admixed Population,801,K3,0.210389
PUR,Admixed Population,802,K1,0.175375
PUR,Admixed Population,802,K2,0.744683
PUR,Admixed Population,802,K3,0.079942
PUR,Admixed Population,803,K1,0.167368
PUR,Admixed Population,803,K2,0.634664
PUR,Admixed Population,803,K3,0.197969
PUR,Admixed Population,804,K1,0.166495
PUR,Admixed Population,804,K2,0.707484
PUR,Admixed Population,804,K3,0.12602
PUR,Admixed Population,805,K1,0.165356
PUR,Admixed Population,805,K2,0.69424
PUR,Admixed Population,805,K3,0.140403
PUR,Admixed Population,806,K1,0.165167
PUR,Admixed Population,806,K2,0.712614
PUR,Admixed Population,806,K3,0.122219
PUR,Admixed Population,807,K1,0.165049
PUR,Admixed Population,807,K2,0.725193
PUR,Admixed Population,807,K3,0.109758
PUR,Admixed Population,808,K1,0.162224
PUR,Admixed Population,808,K2,0.726509
PUR,Admixed Population,808,K3,0.111268
PUR,Admixed Population,809,K1,0.162189
PUR,Admixed Population,809,K2,0.727096
PUR,Admixed Population,809,K3,0.110714
PUR,Admixed Population,810,K1,0.161419
PUR,Admixed Population,810,K2,0.772859
PUR,Admixed Population,810,K3,0.065722
PUR,Admixed Population,811,K1,0.161089
PUR,Admixed Population,811,K2,0.713522
PUR,Admixed Population,811,K3,0.125389
PUR,Admixed Population,812,K1,0.159966
PUR,Admixed Population,812,K2,0.761418
PUR,Admixed Population,812,K3,0.078616
PUR,Admixed Population,813,K1,0.157852
PUR,Admixed Population,813,K2,0.769339
PUR,Admixed Population,813,K3,0.072809
PUR,Admixed Population,814,K1,0.157266
PUR,Admixed Population,814,K2,0.68065
PUR,Admixed Population,814,K3,0.162084
PUR,Admixed Population,815,K1,0.157072
PUR,Admixed Population,815,K2,0.793097
PUR,Admixed Population,815,K3,0.049831
PUR,Admixed Population,816,K1,0.155254
PUR,Admixed Population,816,K2,0.763333
PUR,Admixed Population,816,K3,0.081412
PUR,Admixed Population,817,K1,0.153071
PUR,Admixed Population,817,K2,0.740688
PUR,Admixed Population,817,K3,0.106241
PUR,Admixed Population,818,K1,0.153066
PUR,Admixed Population,818,K2,0.65314
PUR,Admixed Population,818,K3,0.193793
PUR,Admixed Population,819,K1,0.151601
PUR,Admixed Population,819,K2,0.684637
PUR,Admixed Population,819,K3,0.163761
PUR,Admixed Population,820,K1,0.149809
PUR,Admixed Population,820,K2,0.813554
PUR,Admixed Population,820,K3,0.036637
PUR,Admixed Population,821,K1,0.14898
PUR,Admixed Population,821,K2,0.800782
PUR,Admixed Population,821,K3,0.050239
PUR,Admixed Population,822,K1,0.148462
PUR,Admixed Population,822,K2,0.781031
PUR,Admixed Population,822,K3,0.070507
PUR,Admixed Population,823,K1,0.147948
PUR,Admixed Population,823,K2,0.776341
PUR,Admixed Population,823,K3,0.075711
PUR,Admixed Population,824,K1,0.147019
PUR,Admixed Population,824,K2,0.720018
PUR,Admixed Population,824,K3,0.132963
PUR,Admixed Population,825,K1,0.146347
PUR,Admixed Population,825,K2,0.735803
PUR,Admixed Population,825,K3,0.11785
PUR,Admixed Population,826,K1,0.146173
PUR,Admixed Population,826,K2,0.74897
PUR,Admixed Population,826,K3,0.104857
PUR,Admixed Population,827,K1,0.145827
PUR,Admixed Population,827,K2,0.773111
PUR,Admixed Population,827,K3,0.081062
PUR,Admixed Population,828,K1,0.145654
PUR,Admixed Population,828,K2,0.802182
PUR,Admixed Population,828,K3,0.052164
PUR,Admixed Population,829,K1,0.145303
PUR,Admixed Population,829,K2,0.768895
PUR,Admixed Population,829,K3,0.085803
PUR,Admixed Population,830,K1,0.14527
PUR,Admixed Population,830,K2,0.736283
PUR,Admixed Population,830,K3,0.118448
PUR,Admixed Population,831,K1,0.145137
PUR,Admixed Population,831,K2,0.708472
PUR,Admixed Population,831,K3,0.146392
PUR,Admixed Population,832,K1,0.144507
PUR,Admixed Population,832,K2,0.683885
PUR,Admixed Population,832,K3,0.171608
PUR,Admixed Population,833,K1,0.144276
PUR,Admixed Population,833,K2,0.797303
PUR,Admixed Population,833,K3,0.058421
PUR,Admixed Population,834,K1,0.143641
PUR,Admixed Population,834,K2,0.631024
PUR,Admixed Population,834,K3,0.225335
PUR,Admixed Population,835,K1,0.143412
PUR,Admixed Population,835,K2,0.69834
PUR,Admixed Population,835,K3,0.158248
PUR,Admixed Population,836,K1,0.143055
PUR,Admixed Population,836,K2,0.720375
PUR,Admixed Population,836,K3,0.13657
PUR,Admixed Population,837,K1,0.142469
PUR,Admixed Population,837,K2,0.677478
PUR,Admixed Population,837,K3,0.180053
PUR,Admixed Population,838,K1,0.141643
PUR,Admixed Population,838,K2,0.760934
PUR,Admixed Population,838,K3,0.097423
PUR,Admixed Population,839,K1,0.138277
PUR,Admixed Population,839,K2,0.791307
PUR,Admixed Population,839,K3,0.070416
PUR,Admixed Population,840,K1,0.136135
PUR,Admixed Population,840,K2,0.726641
PUR,Admixed Population,840,K3,0.137224
PUR,Admixed Population,841,K1,0.133822
PUR,Admixed Population,841,K2,0.777289
PUR,Admixed Population,841,K3,0.088888
PUR,Admixed Population,842,K1,0.13371
PUR,Admixed Population,842,K2,0.800562
PUR,Admixed Population,842,K3,0.065729
PUR,Admixed Population,843,K1,0.13362
PUR,Admixed Population,843,K2,0.71171
PUR,Admixed Population,843,K3,0.15467
PUR,Admixed Population,844,K1,0.131949
PUR,Admixed Population,844,K2,0.729331
PUR,Admixed Population,844,K3,0.13872
PUR,Admixed Population,845,K1,0.131236
PUR,Admixed Population,845,K2,0.803823
PUR,Admixed Population,845,K3,0.06494
PUR,Admixed Population,846,K1,0.130263
PUR,Admixed Population,846,K2,0.842789
PUR,Admixed Population,846,K3,0.026948
PUR,Admixed Population,847,K1,0.130026
PUR,Admixed Population,847,K2,0.643343
PUR,Admixed Population,847,K3,0.226631
PUR,Admixed Population,848,K1,0.129388
PUR,Admixed Population,848,K2,0.720243
PUR,Admixed Population,848,K3,0.150368
PUR,Admixed Population,849,K1,0.129345
PUR,Admixed Population,849,K2,0.81091
PUR,Admixed Population,849,K3,0.059744
PUR,Admixed Population,850,K1,0.129166
PUR,Admixed Population,850,K2,0.817995
PUR,Admixed Population,850,K3,0.052839
PUR,Admixed Population,851,K1,0.128407
PUR,Admixed Population,851,K2,0.815325
PUR,Admixed Population,851,K3,0.056267
PUR,Admixed Population,852,K1,0.127793
PUR,Admixed Population,852,K2,0.767947
PUR,Admixed Population,852,K3,0.10426
PUR,Admixed Population,853,K1,0.126726
PUR,Admixed Population,853,K2,0.823059
PUR,Admixed Population,853,K3,0.050215
PUR,Admixed Population,854,K1,0.126431
PUR,Admixed Population,854,K2,0.79613
PUR,Admixed Population,854,K3,0.07744
PUR,Admixed Population,855,K1,0.126135
PUR,Admixed Population,855,K2,0.795557
PUR,Admixed Population,855,K3,0.078308
PUR,Admixed Population,856,K1,0.126093
PUR,Admixed Population,856,K2,0.706251
PUR,Admixed Population,856,K3,0.167655
PUR,Admixed Population,857,K1,0.125362
PUR,Admixed Population,857,K2,0.763172
PUR,Admixed Population,857,K3,0.111467
PUR,Admixed Population,858,K1,0.1252
PUR,Admixed Population,858,K2,0.825674
PUR,Admixed Population,858,K3,0.049126
PUR,Admixed Population,859,K1,0.123965
PUR,Admixed Population,859,K2,0.764707
PUR,Admixed Population,859,K3,0.111328
PUR,Admixed Population,860,K1,0.123489
PUR,Admixed Population,860,K2,0.807598
PUR,Admixed Population,860,K3,0.068913
PUR,Admixed Population,861,K1,0.122761
PUR,Admixed Population,861,K2,0.764122
PUR,Admixed Population,861,K3,0.113117
PUR,Admixed Population,862,K1,0.119472
PUR,Admixed Population,862,K2,0.772483
PUR,Admixed Population,862,K3,0.108045
PUR,Admixed Population,863,K1,0.119125
PUR,Admixed Population,863,K2,0.772548
PUR,Admixed Population,863,K3,0.108328
PUR,Admixed Population,864,K1,0.117623
PUR,Admixed Population,864,K2,0.822992
PUR,Admixed Population,864,K3,0.059385
PUR,Admixed Population,865,K1,0.117406
PUR,Admixed Population,865,K2,0.776976
PUR,Admixed Population,865,K3,0.105618
PUR,Admixed Population,866,K1,0.117216
PUR,Admixed Population,866,K2,0.812407
PUR,Admixed Population,866,K3,0.070377
PUR,Admixed Population,867,K1,0.11631
PUR,Admixed Population,867,K2,0.833614
PUR,Admixed Population,867,K3,0.050076
PUR,Admixed Population,868,K1,0.115778
PUR,Admixed Population,868,K2,0.801065
PUR,Admixed Population,868,K3,0.083157
PUR,Admixed Population,869,K1,0.113005
PUR,Admixed Population,869,K2,0.663838
PUR,Admixed Population,869,K3,0.223157
PUR,Admixed Population,870,K1,0.112968
PUR,Admixed Population,870,K2,0.839125
PUR,Admixed Population,870,K3,0.047908
PUR,Admixed Population,871,K1,0.112123
PUR,Admixed Population,871,K2,0.835179
PUR,Admixed Population,871,K3,0.052698
PUR,Admixed Population,872,K1,0.111609
PUR,Admixed Population,872,K2,0.882318
PUR,Admixed Population,872,K3,0.006072
PUR,Admixed Population,873,K1,0.109738
PUR,Admixed Population,873,K2,0.822718
PUR,Admixed Population,873,K3,0.067544
PUR,Admixed Population,874,K1,0.108487
PUR,Admixed Population,874,K2,0.777373
PUR,Admixed Population,874,K3,0.114141
PUR,Admixed Population,875,K1,0.107879
PUR,Admixed Population,875,K2,0.822376
PUR,Admixed Population,875,K3,0.069744
PUR,Admixed Population,876,K1,0.106818
PUR,Admixed Population,876,K2,0.813984
PUR,Admixed Population,876,K3,0.079198
PUR,Admixed Population,877,K1,0.098389
PUR,Admixed Population,877,K2,0.833372
PUR,Admixed Population,877,K3,0.068239
PUR,Admixed Population,878,K1,0.098293
PUR,Admixed Population,878,K2,0.77445
PUR,Admixed Population,878,K3,0.127256
PUR,Admixed Population,879,K1,0.094585
PUR,Admixed Population,879,K2,0.796657
PUR,Admixed Population,879,K3,0.108758
PUR,Admixed Population,880,K1,0.091314
PUR,Admixed Population,880,K2,0.862556
PUR,Admixed Population,880,K3,0.04613
PUR,Admixed Population,881,K1,0.09035
PUR,Admixed Population,881,K2,0.471794
PUR,Admixed Population,881,K3,0.437856
PUR,Admixed Population,882,K1,0.083077
PUR,Admixed Population,882,K2,0.852649
PUR,Admixed Population,882,K3,0.064274
PUR,Admixed Population,883,K1,0.080656
PUR,Admixed Population,883,K2,0.851578
PUR,Admixed Population,883,K3,0.067766
PUR,Admixed Population,884,K1,0.080575
PUR,Admixed Population,884,K2,0.919415
PUR,Admixed Population,884,K3,1e-05
PUR,Admixed Population,885,K1,0.070331
PUR,Admixed Population,885,K2,0.240654
PUR,Admixed Population,885,K3,0.689015
PUR,Admixed Population,886,K1,0.069958
PUR,Admixed Population,886,K2,0.895011
PUR,Admixed Population,886,K3,0.035031
PUR,Admixed Population,887,K1,0.064775
PUR,Admixed Population,887,K2,0.303851
PUR,Admixed Population,887,K3,0.631374
PUR,Admixed Population,888,K1,0.060827
PUR,Admixed Population,888,K2,0.322507
PUR,Admixed Population,888,K3,0.616667
PUR,Admixed Population,889,K1,0.060024
PUR,Admixed Population,889,K2,0.926886
PUR,Admixed Population,889,K3,0.01309
PUR,Admixed Population,890,K1,0.057405
PUR,Admixed Population,890,K2,0.439793
PUR,Admixed Population,890,K3,0.502803
PUR,Admixed Population,891,K1,0.055974
PUR,Admixed Population,891,K2,0.895853
PUR,Admixed Population,891,K3,0.048173
PUR,Admixed Population,892,K1,0.051192
PUR,Admixed Population,892,K2,0.863027
PUR,Admixed Population,892,K3,0.085781
