coh,id,adm.NAM,adm.IBS,adm.YRI,p1,p2,sex,rfm.NAM,rfm.IBS,rfm.YRI,P1.anc.NAM,P1.anc.IBS,P1.anc.YRI,P2.anc.NAM,P2.anc.IBS,P2.anc.YRI.2,P1.anc.NonYRI.2way,P1.anc.YRI.2way,P2.anc.NonYRI.2way,P2.anc.YRI.2way,adm.NonYRI,P1.sex,P1.adm.NAM,P1.adm.IBS,P1.adm.YRI,P1.adm.NonYRI,P1.rfm.NAM,P1.rfm.IBS,P1.rfm.YRI,P2.sex,P2.adm.NAM,P2.adm.IBS,P2.adm.YRI,P2.adm.NonYRI,P2.rfm.NAM,P2.rfm.IBS,P2.rfm.YRI,P1.anc.NonYRI.2way.rand,P2.anc.NonYRI.2way.rand,P1.anc.YRI.2way.rand,P2.anc.YRI.2way.rand
PUR,HG01103,0.129388,0.720243,0.150368,HG01101,HG01102,2,0.142583126561,0.706723189565344,0.150693683873657,0.065,0.651,0.284,0.195,0.703,0.101,0.704,0.296,0.975,0.025,0.849631,1,0.165356,0.69424,0.140403,0.859596,0.165428140577673,0.692891301836548,0.141680557585779,2,0.126093,0.706251,0.167655,0.832344,0.133584350227971,0.70317426402034,0.163241385751689,0.704,0.975,0.296,0.025
PUR,HG01106,0.109738,0.822718,0.067544,HG01104,HG01105,1,0.108125243275827,0.81851213185776,0.0733626248664132,0.066,0.858,0.075,0.136,0.772,0.091,0.907,0.093,0.933,0.067,0.932456,1,0.123489,0.807598,0.068913,0.931087,0.127303406106308,0.801778449498055,0.0709181443956362,2,0.080656,0.851578,0.067766,0.932234,0.0755745351023692,0.84671915672498,0.077706308172651,0.907,0.933,0.093,0.067
PUR,HG01109,0.09035,0.471794,0.437856,HG01107,HG01108,1,0.0963053881822959,0.490178640906452,0.413515970911252,0.541,0.459,0,0.564,0.436,0,0.813,0.187,0.335,0.665,0.562144,1,0.113005,0.663838,0.223157,0.776843,0.112891850977674,0.655381723018286,0.23172642600404,2,0.064775,0.303851,0.631374,0.368626,0.0700305451998956,0.326092279849894,0.603877174950211,0.813,0.335,0.187,0.665
PUR,HG01169,0.094585,0.796657,0.108758,HG01167,HG01168,2,0.0966025307218232,0.791552247906133,0.111845221372044,0.024,0.871,0.105,0.164,0.745,0.091,0.76,0.24,0.975,0.025,0.891242,1,0.143641,0.631024,0.225335,0.774665,0.144615113027966,0.629292029236247,0.226092857735787,2,0.060024,0.926886,0.01309,0.98691,0.0578396394428928,0.917056917059673,0.0251034434974339,0.76,0.975,0.025,0.24
PUR,HG01172,0.145137,0.708472,0.146392,HG01170,HG01171,1,0.146048195636528,0.718139266649671,0.135812537713801,0.302,0.571,0.128,0.057,0.726,0.217,0.71,0.29,0.965,0.035,0.853609,1,0.153071,0.740688,0.106241,0.893759,0.154923388693031,0.746022794147989,0.0990538171589796,2,0.142469,0.677478,0.180053,0.819947,0.138127613149136,0.682741228843137,0.179131158007727,0.71,0.965,0.035,0.29
PUR,HG01175,0.091314,0.862556,0.04613,HG01173,HG01174,2,0.0996192079433569,0.834739389902849,0.0656414021537938,0.068,0.866,0.066,0.124,0.814,0.062,0.959,0.041,0.915,0.085,0.95387,1,0.055974,0.895853,0.048173,0.951827,0.0544876057666649,0.893640280012744,0.0518721142205909,2,0.1252,0.825674,0.049126,0.950874,0.130761647320446,0.798556543214637,0.0706818094649174,0.959,0.915,0.085,0.041
PUR,HG01178,0.126431,0.79613,0.07744,HG01176,HG01177,1,0.132347607662695,0.783503072100794,0.0841493202365118,0.099,0.83,0.072,0.141,0.761,0.098,0.873,0.127,0.958,0.042,0.922561,1,0.175375,0.744683,0.079942,0.920058,0.181584816760465,0.731347317798377,0.087067865441158,2,0.188796,0.750289,0.060915,0.939085,0.193299768048308,0.738555922044264,0.068144309907428,0.873,0.958,0.127,0.042
PUR,HG01184,0.165167,0.712614,0.122219,HG01182,HG01183,2,0.161128558274537,0.71293284459804,0.125938597127423,0.122,0.664,0.214,0.196,0.685,0.119,0.893,0.107,0.848,0.152,0.877781,1,0.161089,0.713522,0.125389,0.874611,0.152849871839705,0.716726256960312,0.130423871199983,2,0.162224,0.726509,0.111268,0.888733,0.158589533898613,0.724807583008727,0.11660288309266,0.848,0.893,0.107,0.152
PUR,HG01189,0.231916,0.56107,0.207014,HG01187,HG01188,1,0.230826584826822,0.566407148668949,0.20276626650423,0.546,0.454,0,0.542,0.458,0,0.687,0.313,0.922,0.078,0.792986,1,0.253396,0.567246,0.179358,0.820642,0.257312612492207,0.568000648371453,0.174686739136339,2,0.209856,0.577019,0.213126,0.786875,0.203075469812865,0.584387777737276,0.212536752449859,0.922,0.687,0.078,0.313
PUR,HG01192,0.213558,0.675047,0.111395,HG01190,HG01191,1,0.227733610076973,0.656863577031683,0.115402812891344,0.185,0.694,0.121,0.219,0.681,0.1,0.793,0.207,0.971,0.029,0.888605,1,0.223505,0.621393,0.155102,0.844898,0.222411180066734,0.62616825550374,0.151420564429526,2,0.193487,0.71866,0.087853,0.912147,0.208318185604967,0.699656557379392,0.0920252570156412,0.971,0.793,0.207,0.029
PUR,HG01199,0.123965,0.764707,0.111328,HG01197,HG01198,1,0.128551334886295,0.754637153892151,0.116811511221554,0.106,0.606,0.287,0.17,0.742,0.088,0.793,0.207,0.955,0.045,0.888672,1,0.145654,0.802182,0.052164,0.947836,0.149240483665828,0.787432487373275,0.0633270289608968,2,0.144507,0.683885,0.171608,0.828392,0.150110717091414,0.673463735601693,0.176425547306893,0.793,0.955,0.207,0.045
PUR,HG01206,0.119125,0.772548,0.108328,HG01204,HG01205,1,0.121782884985898,0.768397155314394,0.109819959699707,0.11,0.8,0.09,0.12,0.741,0.139,0.847,0.153,0.934,0.066,0.891673,1,0.133822,0.777289,0.088888,0.911111,0.141931066777231,0.768513098121993,0.0895558351007758,2,0.119472,0.772483,0.108045,0.891955,0.11974917824747,0.764177161021566,0.116073660730964,0.847,0.934,0.066,0.153
PUR,HG01243,0.060827,0.322507,0.616667,HG01241,HG01242,1,0.0617751208795808,0.350613723149733,0.587611155970686,0.557,0.443,0,0.523,0.477,0,0.559,0.441,0.215,0.785,0.383334,1,0.070331,0.240654,0.689015,0.310985,0.0700971626410703,0.25565932107382,0.67424351628511,2,0.057405,0.439793,0.502803,0.497198,0.0573711814340078,0.451915036524446,0.490713782041546,0.215,0.559,0.441,0.785
PUR,HG01249,0.162189,0.727096,0.110714,HG01110,HG01111,2,0.171486160196068,0.716509727580446,0.112004112223487,0.141,0.71,0.149,0.159,0.764,0.077,0.893,0.107,0.85,0.15,0.889285,1,0.14527,0.736283,0.118448,0.881553,0.14368870892976,0.742560639067063,0.113750652003177,2,0.146173,0.74897,0.104857,0.895143,0.153721671203624,0.739290532607195,0.106987796189181,0.893,0.85,0.15,0.107
